text,label,has_arbitration,arbitration_type,features,source,ambiguous,text_length,word_count,arbitration_keyword_count,legal_keyword_count
Court proceedings are the exclusive remedy for any dispute arising from this agreement.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,87,13,0,3
Judicial proceedings are available for the resolution of any conflict.,0,False,none,no_arbitration,synthetic,False,70,10,0,2
Judicial proceedings are available for the resolution of any claim.,0,False,none,no_arbitration,synthetic,False,67,10,0,3
"Any legal matter arising out of or relating to these Terms of Service, including the breach, termination, enforcement, interpretation or validity thereof, will be determined by final and binding arbitration in Chicago, Illinois, before one arbitrator. The arbitration will be administered by International Chamber of Commerce pursuant to its Comprehensive Arbitration Rules and Procedures. Judgment on the Award may be entered in any court having jurisdiction. This clause shall not preclude parties from seeking provisional remedies in aid of arbitration from a court of appropriate jurisdiction.",1,True,binding,"binding,location_specified,provider_specified,comprehensive_rules",variation,False,597,86,3,6
Judicial proceedings are available for the resolution of any controversy. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,122,19,0,5
Any claim shall be resolved exclusively in the courts of Delaware. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,136,21,0,2
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. You waive your right to participate in class action lawsuits.,1,True,mandatory,class_action_waiver,synthetic,False,165,24,1,2
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of American Arbitration Association. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,284,45,2,2
Any disagreement shall be resolved exclusively in the courts of California.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,75,11,0,1
"You and the Company agree that any dispute will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,221,37,2,1
Any controversy shall be resolved exclusively in the courts of New York.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,72,12,0,2
Any lawsuit or legal action must be filed in the appropriate court in San Francisco County.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,91,16,0,1
"You and the Company agree that any dispute will be resolved through individual arbitration, and you waive your right to participate in class actions. You waive your right to participate in class action lawsuits.",1,True,mandatory,class_action_waiver,synthetic,False,211,34,2,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of AAA. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,255,43,2,2
You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,97,16,2,1
"You and the Company agree that any dispute will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,283,47,2,1
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Any disagreement shall be resolved exclusively in the courts of the state of incorporation. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,161,24,0,1
You may bring legal action in small claims court or any other court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,94,16,0,3
Any conflict arising out of or relating to this User Agreement shall be resolved through final and binding arbitration in New York.,1,True,binding,"binding,location_specified",synthetic,False,131,22,2,0
Any controversy shall be resolved exclusively in the courts of New York.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,72,12,0,2
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
You agree to binding arbitration for all conflicts and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,jury_waiver,location_specified",synthetic,False,158,28,2,0
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
You may bring legal action in small claims court or any other court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,143,25,0,4
Any lawsuit or legal action must be filed in the appropriate court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,79,14,0,1
You agree to binding arbitration for all conflicts and waive your right to jury trial.,1,True,binding,"binding,jury_waiver",synthetic,False,86,15,2,0
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,,synthetic,False,182,24,1,3
Court proceedings are the exclusive remedy for any legal matter arising from this agreement. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,211,33,0,3
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
You may bring legal action in small claims court or any other court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,143,25,0,4
Mediation may be used to resolve disputes before pursuing legal action.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,71,11,1,1
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver,location_specified",synthetic,False,235,39,2,1
